年月別,機關別,全年度預算數/金額[千元],全年度預算數/百分比[%],累計分配數/金額[千元],累計分配數/占預算數[%],累計執行數/金額[千元],累計執行數/占預算數[%],累計執行數/占分配數[%]
102年7月,總計,173928137,100,103975596,59.78,95450634,54.88,91.8
102年7月,市議會,815167,0.47,521733,64,457037,56.07,87.6
102年7月,市政府,4825568,2.77,2991483,61.99,2519923,52.22,84.24
102年7月,民政局,2684104,1.54,1699791,63.33,1510548,56.28,88.87
102年7月,財政局,5254803,3.02,4007960,76.27,3938304,74.95,98.26
102年7月,教育局,57663466,33.15,37196448,64.51,36467928,63.24,98.04
102年7月,產業發展局,2485668,1.43,1275708,51.32,1083450,43.59,84.93
102年7月,工務局,15068016,8.66,6616742,43.91,4945042,32.82,74.74
102年7月,交通局,5900978,3.39,3484905,59.06,3114242,52.78,89.36
102年7月,社會局,15737844,9.05,8192023,52.05,7672859,48.75,93.66
102年7月,勞動局,18949399,10.89,9650600,50.93,9536346,50.33,98.82
102年7月,警察局,12980379,7.46,8408468,64.78,7207117,55.52,85.71
102年7月,衛生局,5009455,2.88,3013952,60.17,2730233,54.5,90.59
102年7月,環境保護局,6814127,3.92,4314172,63.31,4027119,59.1,93.35
102年7月,都市發展局,1290887,0.74,923605,71.55,802498,62.17,86.89
102年7月,文化局,2991055,1.72,1319632,44.12,986636,32.99,74.77
102年7月,消防局,2778965,1.6,1685459,60.65,1478526,53.2,87.72
102年7月,翡翠水庫管理局,305100,0.18,162684,53.32,147772,48.43,90.83
102年7月,觀光傳播局,511539,0.29,229178,44.8,190717,37.28,83.22
102年7月,地政局,1169435,0.67,741852,63.44,665696,56.92,89.73
102年7月,兵役局,183742,0.11,127633,69.46,100698,54.8,78.9
102年7月,臺北自來水事業處,164384,0.09,160707,97.76,157914,96.06,98.26
102年7月,體育局,1492262,0.86,596012,39.94,279322,18.72,46.87
102年7月,資訊局,539783,0.31,311228,57.66,237518,44,76.32
102年7月,法務局,161850,0.09,107598,66.48,89624,55.37,83.29
102年7月,捷運工程局,-,-,-,-,-,-,--
102年7月,統籌支撥科目,7440073,4.28,6236024,83.82,5103565,68.6,81.84
102年7月,第二預備金,710086,0.41,-,-,-,-,--
102年8月,總計,173928137,100,116569375,67.02,107023350,61.53,91.81
102年8月,市議會,815167,0.47,584999,71.76,506587,62.15,86.6
102年8月,市政府,4828180,2.78,3389578,70.2,2852031,59.07,84.14
102年8月,民政局,2684104,1.54,1859228,69.27,1681209,62.64,90.43
102年8月,財政局,5254803,3.02,4091523,77.86,4017703,76.46,98.2
102年8月,教育局,57663466,33.15,42140980,73.08,41297763,71.62,98
102年8月,產業發展局,2485668,1.43,1405349,56.54,1203378,48.41,85.63
102年8月,工務局,15068016,8.66,8329504,55.28,6436670,42.72,77.28
102年8月,交通局,5900978,3.39,3843009,65.12,3482567,59.02,90.62
102年8月,社會局,15737844,9.05,9651390,61.33,8992266,57.14,93.17
102年8月,勞動局,18949399,10.89,9716571,51.28,9591339,50.62,98.71
102年8月,警察局,12980379,7.46,9497775,73.17,8165340,62.91,85.97
102年8月,衛生局,5003827,2.88,3590020,71.75,3289336,65.74,91.62
102年8月,環境保護局,6814982,3.92,4841198,71.04,4476430,65.69,92.47
102年8月,都市發展局,1291822,0.74,997313,77.2,867596,67.16,86.99
102年8月,文化局,2991055,1.72,1693208,56.61,1172554,39.2,69.25
102年8月,消防局,2778965,1.6,1905272,68.56,1668518,60.04,87.57
102年8月,翡翠水庫管理局,305100,0.18,186508,61.13,169645,55.6,90.96
102年8月,觀光傳播局,511539,0.29,267200,52.23,217305,42.48,81.33
102年8月,地政局,1169435,0.67,815913,69.77,737696,63.08,90.41
102年8月,兵役局,183742,0.11,138633,75.45,111832,60.86,80.67
102年8月,臺北自來水事業處,164384,0.09,160707,97.76,158260,96.27,98.48
102年8月,體育局,1492262,0.86,740112,49.6,311766,20.89,42.12
102年8月,資訊局,539783,0.31,332787,61.65,262448,48.62,78.86
102年8月,法務局,161850,0.09,126262,78.01,99805,61.67,79.05
102年8月,捷運工程局,-,-,-,-,-,-,--
102年8月,統籌支撥科目,7440073,4.28,6264336,84.2,5253306,70.61,83.86
102年8月,第二預備金,711313,0.41,-,-,-,-,--
102年9月,總計,173928137,100,131639862,75.69,118122800,67.91,89.73
102年9月,市議會,815167,0.47,648465,79.55,553625,67.92,85.37
102年9月,市政府,4828180,2.78,3756097,77.8,3207158,66.43,85.39
102年9月,民政局,2685755,1.54,2079179,77.42,1833402,68.26,88.18
102年9月,財政局,5254803,3.02,4188672,79.71,4092930,77.89,97.71
102年9月,教育局,57682193,33.16,46332224,80.32,45355797,78.63,97.89
102年9月,產業發展局,2489524,1.43,1758438,70.63,1354950,54.43,77.05
102年9月,工務局,15068016,8.66,9418251,62.5,7345001,48.75,77.99
102年9月,交通局,5915003,3.4,4206056,71.11,3787308,64.03,90.04
102年9月,社會局,15737844,9.05,10877124,69.11,9821217,62.41,90.29
102年9月,勞動局,18949399,10.89,13661027,72.09,11582186,61.12,84.78
102年9月,警察局,12980379,7.46,10507059,80.95,9010968,69.42,85.76
102年9月,衛生局,5003827,2.88,4086734,81.67,3419242,68.33,83.67
102年9月,環境保護局,6816032,3.92,5379192,78.92,4962690,72.81,92.26
102年9月,都市發展局,1297701,0.75,1088140,83.85,933282,71.92,85.77
102年9月,文化局,3008855,1.73,1889295,62.79,1355416,45.05,71.74
102年9月,消防局,2778965,1.6,2149264,77.34,1836765,66.1,85.46
102年9月,翡翠水庫管理局,305100,0.18,208101,68.21,193001,63.26,92.74
102年9月,觀光傳播局,511539,0.29,313399,61.27,249299,48.73,79.55
102年9月,地政局,1169435,0.67,890216,76.12,810106,69.27,91
102年9月,兵役局,183742,0.11,156176,85,128028,69.68,81.98
102年9月,臺北自來水事業處,164384,0.09,163069,99.2,159848,97.24,98.02
102年9月,體育局,1492262,0.86,854388,57.25,399832,26.79,46.8
102年9月,資訊局,539783,0.31,357743,66.28,272831,50.54,76.26
102年9月,法務局,161850,0.09,136939,84.61,109094,67.4,79.67
102年9月,捷運工程局,-,-,-,-,-,-,--
102年9月,統籌支撥科目,7440073,4.28,6534616,87.83,5348825,71.89,81.85
102年9月,第二預備金,648326,0.37,-,-,-,-,--
102年10月,總計,173928137,100,142025958,81.66,127734894,73.44,89.94
102年10月,市議會,815167,0.47,713931,87.58,608522,74.65,85.24
102年10月,市政府,4863713,2.8,4163933,85.61,3586892,73.75,86.14
102年10月,民政局,2752505,1.58,2256369,81.98,2005298,72.85,88.87
102年10月,財政局,5254803,3.02,4274206,81.34,4181697,79.58,97.84
102年10月,教育局,57682193,33.16,49719592,86.2,48573494,84.21,97.69
102年10月,產業發展局,2502088,1.44,1925611,76.96,1605018,64.15,83.35
102年10月,工務局,15068016,8.66,10643100,70.63,8190844,54.36,76.96
102年10月,交通局,5915003,3.4,4665327,78.87,4220788,71.36,90.47
102年10月,社會局,15737844,9.05,12131066,77.08,11071452,70.35,91.27
102年10月,勞動局,18949399,10.89,13720450,72.41,11636402,61.41,84.81
102年10月,警察局,12980379,7.46,11497166,88.57,9821732,75.67,85.43
102年10月,衛生局,5003827,2.88,4390493,87.74,4125981,82.46,93.98
102年10月,環境保護局,6816435,3.92,5923311,86.9,5384954,79,90.91
102年10月,都市發展局,1298615,0.75,1160831,89.39,1008373,77.65,86.87
102年10月,文化局,3036355,1.75,2083722,68.63,1581090,52.07,75.88
102年10月,消防局,2778965,1.6,2373669,85.42,2028375,72.99,85.45
102年10月,翡翠水庫管理局,305100,0.18,232683,76.26,210461,68.98,90.45
102年10月,觀光傳播局,561597,0.32,353470,62.94,284593,50.68,80.51
102年10月,地政局,1169573,0.67,961731,82.23,888089,75.93,92.34
102年10月,兵役局,183742,0.11,167264,91.03,143020,77.84,85.51
102年10月,臺北自來水事業處,164384,0.09,163069,99.2,159848,97.24,98.02
102年10月,體育局,1492262,0.86,1116221,74.8,537492,36.02,48.15
102年10月,資訊局,539783,0.31,411224,76.18,322762,59.79,78.49
102年10月,法務局,161850,0.09,147906,91.38,120815,74.65,81.68
102年10月,捷運工程局,-,-,-,-,-,-,--
102年10月,統籌支撥科目,7440073,4.28,6829613,91.79,5436903,73.08,79.61
102年10月,第二預備金,454467,0.26,-,-,-,-,--
102年11月,總計,173928137,100,152692580,87.79,137182198,78.87,89.84
102年11月,市議會,815167,0.47,777697,95.4,666840,81.8,85.75
102年11月,市政府,4863713,2.8,4475770,92.02,3932485,80.85,87.86
102年11月,民政局,2759024,1.59,2549067,92.39,2183697,79.15,85.67
102年11月,財政局,5254803,3.02,4609521,87.72,4485456,85.36,97.31
102年11月,教育局,57682193,33.16,52815188,91.56,51717108,89.66,97.92
102年11月,產業發展局,2502088,1.44,2231587,89.19,1844058,73.7,82.63
102年11月,工務局,15077666,8.67,12267268,81.36,9351725,62.02,76.23
102年11月,交通局,5915003,3.4,5097794,86.18,4720812,79.81,92.6
102年11月,社會局,15737844,9.05,13352362,84.84,12292949,78.11,92.07
102年11月,勞動局,18958747,10.9,13780566,72.69,11703655,61.73,84.93
102年11月,警察局,12980379,7.46,12376172,95.35,10728427,82.65,86.69
102年11月,衛生局,5004330,2.88,4669862,93.32,4223662,84.4,90.45
102年11月,環境保護局,6817117,3.92,6448207,94.59,5805777,85.16,90.04
102年11月,都市發展局,1298979,0.75,1237271,95.25,1084268,83.47,87.63
102年11月,文化局,3036355,1.75,2546462,83.87,1737520,57.22,68.23
102年11月,消防局,2778965,1.6,2598856,93.52,2196298,79.03,84.51
102年11月,翡翠水庫管理局,305100,0.18,271430,88.96,247420,81.09,91.15
102年11月,觀光傳播局,561597,0.32,442876,78.86,372408,66.31,84.09
102年11月,地政局,1169573,0.67,1002813,85.74,960177,82.1,95.75
102年11月,兵役局,183742,0.11,177514,96.61,153071,83.31,86.23
102年11月,臺北自來水事業處,164384,0.09,163069,99.2,159599,97.09,97.87
102年11月,體育局,1492262,0.86,1339331,89.75,594829,39.86,44.41
102年11月,資訊局,539783,0.31,434181,80.44,347498,64.38,80.04
102年11月,法務局,161850,0.09,156247,96.54,132506,81.87,84.81
102年11月,捷運工程局,-,-,-,-,-,-,--
102年11月,統籌支撥科目,7440073,4.28,6871469,92.36,5539953,74.46,80.62
102年11月,第二預備金,427399,0.25,-,-,-,-,--
102年12月,總計,176954055,100,176031747,99.48,161354418,91.18,91.66
102年12月,市議會,815167,0.46,808487,99.18,738937,90.65,91.4
102年12月,市政府,4936788,2.79,4932792,99.92,4623141,93.65,93.72
102年12月,民政局,2778107,1.57,2778106,100,2478274,89.21,89.21
102年12月,財政局,5330414,3.01,5328972,99.97,5173735,97.06,97.09
102年12月,教育局,57707304,32.61,57707192,100,56987412,98.75,98.75
102年12月,產業發展局,2600123,1.47,2600003,100,2176538,83.71,83.71
102年12月,工務局,15912038,8.99,15908031,99.97,12799602,80.44,80.46
102年12月,交通局,6058289,3.42,6057573,99.99,5572226,91.98,91.99
102年12月,社會局,16905381,9.55,16904961,100,15491431,91.64,91.64
102年12月,勞動局,18991553,10.73,18991552,100,16544588,87.12,87.12
102年12月,警察局,12982914,7.34,12968735,99.89,12080612,93.05,93.15
102年12月,衛生局,5091502,2.88,5090921,99.99,4722911,92.76,92.77
102年12月,環境保護局,6848599,3.87,6848599,100,6291587,91.87,91.87
102年12月,都市發展局,1357163,0.77,1356858,99.98,1218754,89.8,89.82
102年12月,文化局,3147876,1.78,3147703,99.99,2223882,70.65,70.65
102年12月,消防局,2786329,1.57,2785619,99.97,2411966,86.56,86.59
102年12月,翡翠水庫管理局,305852,0.17,305582,99.91,295946,96.76,96.85
102年12月,觀光傳播局,575012,0.32,574724,99.95,480236,83.52,83.56
102年12月,地政局,1182765,0.67,1182079,99.94,1156718,97.8,97.85
102年12月,兵役局,239831,0.14,239826,100,217915,90.86,90.86
102年12月,臺北自來水事業處,164384,0.09,164384,100,163237,99.3,99.3
102年12月,體育局,1644192,0.93,1643800,99.98,1015576,61.77,61.78
102年12月,資訊局,557593,0.32,557170,99.92,489215,87.74,87.8
102年12月,法務局,162050,0.09,161929,99.93,151989,93.79,93.86
102年12月,捷運工程局,0,0,0,100,0,0,0
102年12月,統籌支撥科目,7590073,4.29,6986150,92.04,5847990,77.05,83.71
102年12月,第二預備金,282756,0.16,0,0,0,0,--
103年1月,總計,171231396,100,26107937,15.25,23472126,13.71,89.9
103年1月,市議會,835785,0.49,153152,18.32,121266,14.51,79.18
103年1月,市政府,4925384,2.88,851877,17.3,723590,14.69,84.94
103年1月,民政局,2708301,1.58,449529,16.6,330836,12.22,73.6
103年1月,財政局,4826387,2.82,286043,5.93,268492,5.56,93.86
103年1月,教育局,57358732,33.5,12263162,21.38,12181798,21.24,99.34
103年1月,產業發展局,2036203,1.19,196101,9.63,170867,8.39,87.13
103年1月,工務局,13800568,8.06,1112554,8.06,952029,6.9,85.57
103年1月,交通局,5968973,3.49,365666,6.13,200279,3.36,54.77
103年1月,社會局,14311061,8.36,1444710,10.1,1092983,7.64,75.65
103年1月,勞動局,18282979,10.68,130936,0.72,113021,0.62,86.32
103年1月,警察局,13316005,7.78,2790500,20.96,2458096,18.46,88.09
103年1月,衛生局,4847860,2.83,232027,4.79,196469,4.05,84.68
103年1月,環境保護局,6627664,3.87,1555231,23.47,1369084,20.66,88.03
103年1月,都市發展局,1864381,1.09,223174,11.97,208621,11.19,93.48
103年1月,文化局,3800164,2.22,523268,13.77,408058,10.74,77.98
103年1月,消防局,2793156,1.63,465358,16.66,448885,16.07,96.46
103年1月,翡翠水庫管理局,300275,0.18,46694,15.55,36716,12.23,78.63
103年1月,觀光傳播局,531497,0.31,52347,9.85,46372,8.72,88.59
103年1月,地政局,1161198,0.68,273604,23.56,246005,21.19,89.91
103年1月,兵役局,206387,0.12,41752,20.23,35349,17.13,84.66
103年1月,臺北自來水事業處,290033,0.17,-,-,-,-,--
103年1月,體育局,1449393,0.85,66157,4.56,37937,2.62,57.34
103年1月,資訊局,522748,0.31,30455,5.83,26340,5.04,86.49
103年1月,法務局,151715,0.09,38192,25.17,24656,16.25,64.56
103年1月,捷運工程局,13970,0.01,-,-,-,-,--
103年1月,統籌支撥科目,7350576,4.29,2500278,34.01,1767535,24.05,70.69
103年1月,第二預備金,950000,0.55,15169,1.6,6844,0.72,45.12
103年2月,總計,171231396,100,35133000,20.52,31652218,18.49,90.09
103年2月,市議會,835785,0.49,209669,25.09,166812,19.96,79.56
103年2月,市政府,4925888,2.88,1192965,24.22,1014496,20.6,85.04
103年2月,民政局,2708301,1.58,593074,21.9,466055,17.21,78.58
103年2月,財政局,4831582,2.82,371397,7.69,336758,6.97,90.67
103年2月,教育局,57461296,33.56,15315817,26.65,15012588,26.13,98.02
103年2月,產業發展局,2036203,1.19,509513,25.02,473466,23.25,92.93
103年2月,工務局,13800568,8.06,1753052,12.7,1299284,9.41,74.12
103年2月,交通局,5971448,3.49,1833010,30.7,1563530,26.18,85.3
103年2月,社會局,14311061,8.36,2105922,14.72,1834561,12.82,87.11
103年2月,勞動局,18282979,10.68,182769,1,150431,0.82,82.31
103年2月,警察局,13316005,7.78,3629747,27.26,3146495,23.63,86.69
103年2月,衛生局,4849935,2.83,331061,6.83,252262,5.2,76.2
103年2月,環境保護局,6627664,3.87,2011358,30.35,1814285,27.37,90.2
103年2月,都市發展局,1869781,1.09,431810,23.09,405266,21.67,93.85
103年2月,文化局,3807664,2.22,653691,17.17,558535,14.67,85.44
103年2月,消防局,2793156,1.63,627837,22.48,584361,20.92,93.08
103年2月,翡翠水庫管理局,300275,0.18,62204,20.72,50569,16.84,81.3
103年2月,觀光傳播局,535767,0.31,74983,14,65459,12.22,87.3
103年2月,地政局,1161198,0.68,343529,29.58,308531,26.57,89.81
103年2月,兵役局,206387,0.12,55320,26.8,43174,20.92,78.04
103年2月,臺北自來水事業處,290033,0.17,-,-,-,-,--
103年2月,體育局,1449393,0.85,116129,8.01,59536,4.11,51.27
103年2月,資訊局,522748,0.31,98805,18.9,81990,15.68,82.98
103年2月,法務局,151715,0.09,49330,32.51,41505,27.36,84.14
103年2月,捷運工程局,13970,0.01,-,-,-,-,--
103年2月,統籌支撥科目,7350576,4.29,2580009,35.1,1922270,26.15,74.51
103年2月,第二預備金,820018,0.48,-,-,-,-,--
103年3月,總計,171231396,100,48992903,28.61,44648076,26.07,91.13
103年3月,市議會,835785,0.49,300071,35.9,212282,25.4,70.74
103年3月,市政府,4925888,2.88,1558534,31.64,1319973,26.8,84.69
103年3月,民政局,2722236,1.59,846116,31.08,649181,23.85,76.72
103年3月,財政局,4831582,2.82,1184948,24.53,1137389,23.54,95.99
103年3月,教育局,57471541,33.56,18163478,31.6,17732854,30.86,97.63
103年3月,產業發展局,2043604,1.19,604402,29.58,530765,25.97,87.82
103年3月,工務局,13810453,8.07,3220608,23.32,2481551,17.97,77.05
103年3月,交通局,5971448,3.49,2278486,38.16,2056888,34.45,90.27
103年3月,社會局,14311061,8.36,3169327,22.15,2913589,20.36,91.93
103年3月,勞動局,18282979,10.68,3760309,20.57,3724214,20.37,99.04
103年3月,警察局,13316005,7.78,4510872,33.88,3929925,29.51,87.12
103年3月,衛生局,4856435,2.84,982393,20.23,884276,18.21,90.01
103年3月,環境保護局,6627664,3.87,2527068,38.13,2346515,35.4,92.86
103年3月,都市發展局,1869781,1.09,508876,27.22,468715,25.07,92.11
103年3月,文化局,3807008,2.22,966064,25.38,706280,18.55,73.11
103年3月,消防局,2793156,1.63,799234,28.61,742938,26.6,92.96
103年3月,翡翠水庫管理局,300275,0.18,78701,26.21,66264,22.07,84.2
103年3月,觀光傳播局,537767,0.31,100567,18.7,86723,16.13,86.23
103年3月,地政局,1161198,0.68,420321,36.2,379464,32.68,90.28
103年3月,兵役局,206387,0.12,67873,32.89,55470,26.88,81.73
103年3月,臺北自來水事業處,290033,0.17,1349,0.47,1338,0.46,99.15
103年3月,體育局,1458593,0.85,170843,11.71,78139,5.36,45.74
103年3月,資訊局,522748,0.31,119505,22.86,99191,18.97,83
103年3月,法務局,152315,0.09,60497,39.72,52525,34.48,86.82
103年3月,捷運工程局,13970,0.01,-,-,-,-,--
103年3月,統籌支撥科目,7350576,4.29,2592461,35.27,1991626,27.09,76.82
103年3月,第二預備金,760908,0.44,-,-,-,-,--
103年4月,總計,171231396,100,57298277,33.46,52476309,30.65,91.58
103年4月,市議會,835785,0.49,357023,42.72,264934,31.7,74.21
103年4月,市政府,4925888,2.88,1912938,38.83,1640712,33.31,85.77
103年4月,民政局,2722236,1.59,990394,36.38,844020,31,85.22
103年4月,財政局,4831582,2.82,1277391,26.44,1222385,25.3,95.69
103年4月,教育局,57471541,33.56,20946819,36.45,20563479,35.78,98.17
103年4月,產業發展局,2043604,1.19,754866,36.94,663468,32.47,87.89
103年4月,工務局,13810453,8.07,3936884,28.51,3208820,23.23,81.51
103年4月,交通局,5971448,3.49,2658172,44.51,2500798,41.88,94.08
103年4月,社會局,14311061,8.36,4392732,30.69,4061774,28.38,92.47
103年4月,勞動局,18282979,10.68,3818105,20.88,3770822,20.62,98.76
103年4月,警察局,13316005,7.78,5478752,41.14,4749088,35.66,86.68
103年4月,衛生局,4858435,2.84,1204797,24.8,967935,19.92,80.34
103年4月,環境保護局,6639858,3.88,2962370,44.61,2723346,41.02,91.93
103年4月,都市發展局,1869781,1.09,580411,31.04,535009,28.61,92.18
103年4月,文化局,3807008,2.22,1102356,28.96,811116,21.31,73.58
103年4月,消防局,2794695,1.63,978479,35.01,906507,32.44,92.64
103年4月,翡翠水庫管理局,300275,0.18,95249,31.72,81570,27.17,85.64
103年4月,觀光傳播局,538767,0.31,130855,24.29,112371,20.86,85.87
103年4月,地政局,1161198,0.68,500055,43.06,451734,38.9,90.34
103年4月,兵役局,206387,0.12,104396,50.58,65205,31.59,62.46
103年4月,臺北自來水事業處,290033,0.17,1349,0.47,1338,0.46,99.18
103年4月,體育局,1465193,0.86,247088,16.86,132062,9.01,53.45
103年4月,資訊局,522748,0.31,170260,32.57,143568,27.46,84.32
103年4月,法務局,152315,0.09,71664,47.05,62622,41.11,87.38
103年4月,捷運工程局,13970,0.01,-,-,-,-,--
103年4月,統籌支撥科目,7350576,4.29,2624872,35.71,1991626,27.09,75.88
103年4月,第二預備金,737575,0.43,-,-,-,-,--
103年5月,總計,171231396,100,68246044,39.86,60943938,35.59,89.3
103年5月,市議會,835785,0.49,413675,49.5,319481,38.23,77.23
103年5月,市政府,4925888,2.88,2272979,46.14,1964966,39.89,86.45
103年5月,民政局,2722236,1.59,1243090,45.66,1020839,37.5,82.12
103年5月,財政局,4831582,2.82,1783823,36.92,1719859,35.6,96.41
